Week_Index,Partner,SKU,Category,Planned_Units,Planned_Revenue,Planned_GM_Dollars
18,Macy's,SKU00064,Graphic Tees,3,54.63,31.02
18,Macy's,SKU00071,Accessories,11,228.91,139.81
18,Macy's,SKU00087,Accessories,9,200.16,127.89
18,Macy's,SKU00103,Aerie Intimates,12,215.52,118.2
18,Macy's,SKU00110,Men's Denim,3,174.66,84.24
18,Macy's,SKU00112,Women's Denim,13,748.93,413.79
18,Macy's,SKU00119,Loungewear,10,301.9,186.2
18,Macy's,SKU00126,Graphic Tees,17,434.18,276.08
18,Macy's,SKU00128,Loungewear,13,623.35,379.99
18,Macy's,SKU00130,Tops & Blouses,3,62.04,35.94
18,Macy's,SKU00132,Women's Denim,3,120.39,69.81
18,Macy's,SKU00140,Seasonal Capsule,2,184.32,92.1
18,Macy's,SKU00142,Aerie Intimates,1,25.48,14.87
18,Macy's,SKU00144,Aerie Intimates,1,30.46,18.36
18,Macy's,SKU00149,Men's Denim,5,390.8,219.5
18,Macy's,SKU00151,Seasonal Capsule,10,906.1,446.5
18,Macy's,SKU00161,Graphic Tees,26,520.78,295.62
18,Macy's,SKU00164,Tops & Blouses,3,63.09,36.0
18,Macy's,SKU00170,Outerwear,6,758.22,399.48
18,Macy's,SKU00187,Loungewear,6,268.44,142.38
18,Macy's,SKU00195,Aerie Intimates,8,273.6,155.36
18,Macy's,SKU00201,Activewear,3,129.75,65.49
18,Macy's,SKU00216,Women's Denim,5,208.4,113.7
18,Macy's,SKU00218,Accessories,3,81.51,51.21
18,Macy's,SKU00219,Activewear,1,33.57,17.06
18,Macy's,SKU00225,Aerie Intimates,5,151.05,82.75
18,Macy's,SKU00239,Activewear,5,174.35,91.3
18,Macy's,SKU00242,Seasonal Capsule,2,193.22,105.46
18,Macy's,SKU00245,Men's Denim,4,244.12,116.36
18,Macy's,SKU00262,Seasonal Capsule,5,250.4,130.05
18,Macy's,SKU00263,Women's Denim,5,292.95,163.05
18,Macy's,SKU00272,Loungewear,13,365.69,207.74
18,Macy's,SKU00280,Accessories,4,72.32,44.12
18,Macy's,SKU00284,Men's Denim,6,308.76,156.6
18,Macy's,SKU00285,Outerwear,1,77.67,37.67
18,Macy's,SKU00290,Outerwear,3,271.92,117.03
18,Macy's,SKU00295,Women's Denim,2,105.38,59.9
18,Macy's,SKU00301,Men's Denim,1,76.81,38.66
18,Macy's,SKU00304,Activewear,9,250.47,129.6
18,Macy's,SKU00305,Accessories,2,55.84,36.28
18,Macy's,SKU00307,Tops & Blouses,1,28.38,15.29
18,Macy's,SKU00313,Men's Denim,2,149.58,82.02
18,Macy's,SKU00315,Loungewear,4,230.36,122.64
18,Macy's,SKU00317,Graphic Tees,24,661.2,384.96
18,Macy's,SKU00318,Women's Denim,2,131.42,67.7
18,Macy's,SKU00321,Outerwear,5,357.6,189.45
18,Macy's,SKU00323,Activewear,8,206.48,120.48
18,Macy's,SKU00324,Aerie Intimates,45,1243.8,711.0
18,Macy's,SKU00332,Accessories,7,99.68,59.92
18,Macy's,SKU00339,Tops & Blouses,1,25.45,13.35
18,Macy's,SKU00342,Tops & Blouses,19,652.27,386.08
18,Macy's,SKU00343,Women's Denim,2,83.9,44.06
18,Macy's,SKU00345,Graphic Tees,5,112.25,69.35
18,Macy's,SKU00352,Loungewear,9,254.16,139.41
18,Macy's,SKU00353,Activewear,2,81.12,45.5
18,Macy's,SKU00356,Activewear,14,610.68,322.84
18,Macy's,SKU00358,Outerwear,4,442.6,201.56
18,Macy's,SKU00360,Outerwear,3,381.12,185.55
18,Macy's,SKU00366,Graphic Tees,9,149.76,90.36
18,Macy's,SKU00369,Women's Denim,3,200.67,100.56
18,Macy's,SKU00370,Men's Denim,4,319.32,155.64
18,Macy's,SKU00378,Men's Denim,3,153.36,74.58
18,Macy's,SKU00392,Graphic Tees,10,246.0,159.3
18,Macy's,SKU00393,Graphic Tees,13,268.84,156.26
18,Macy's,SKU00415,Activewear,10,611.2,358.3
18,Macy's,SKU00417,Aerie Intimates,3,61.26,35.61
18,Macy's,SKU00421,Accessories,6,82.44,50.58
18,Macy's,SKU00422,Accessories,16,610.56,408.16
18,Macy's,SKU00427,Tops & Blouses,1,25.21,13.95
18,Macy's,SKU00432,Accessories,7,99.68,63.07
18,Macy's,SKU00437,Men's Denim,3,217.38,120.6
18,Macy's,SKU00458,Tops & Blouses,4,121.84,63.2
18,Macy's,SKU00460,Men's Denim,1,59.31,31.79
18,Macy's,SKU00469,Women's Denim,1,52.02,26.09
18,Macy's,SKU00473,Men's Denim,4,288.0,148.84
18,Macy's,SKU00487,Men's Denim,10,575.4,294.7
18,Macy's,SKU00488,Aerie Intimates,2,62.72,36.52
18,Macy's,SKU00489,Seasonal Capsule,1,41.03,22.35
18,Macy's,SKU00495,Tops & Blouses,9,188.37,105.93
18,Macy's,SKU00496,Graphic Tees,17,266.73,155.89
18,Macy's,SKU00497,Outerwear,5,496.5,227.65
18,Macy's,SKU00512,Graphic Tees,29,816.06,476.76
18,Macy's,SKU00513,Seasonal Capsule,4,383.88,202.04
18,Macy's,SKU00519,Seasonal Capsule,2,192.44,98.14
18,Macy's,SKU00529,Men's Denim,2,102.06,48.72
18,Macy's,SKU00530,Loungewear,1,42.91,24.92
18,Macy's,SKU00533,Seasonal Capsule,3,147.66,70.74
18,Macy's,SKU00540,Women's Denim,1,51.79,27.81
18,Macy's,SKU00550,Accessories,3,90.27,58.05
18,Macy's,SKU00556,Graphic Tees,8,106.8,64.8
18,Macy's,SKU00560,Activewear,2,118.78,68.26
18,Macy's,SKU00565,Graphic Tees,3,86.94,53.7
18,Macy's,SKU00567,Graphic Tees,15,448.5,283.35
18,Macy's,SKU00568,Graphic Tees,2,39.88,25.42
18,Macy's,SKU00573,Graphic Tees,11,247.94,148.72
18,Macy's,SKU00578,Seasonal Capsule,6,576.96,300.24
18,Macy's,SKU00579,Tops & Blouses,3,79.47,43.23
18,Macy's,SKU00586,Aerie Intimates,8,255.76,136.64
18,Macy's,SKU00590,Women's Denim,5,226.3,111.15
18,Macy's,SKU00594,Graphic Tees,19,288.99,169.48
18,Macy's,SKU00595,Loungewear,8,344.72,189.84
19,Macy's,SKU00003,Accessories,9,132.21,79.38
19,Macy's,SKU00010,Activewear,1,46.79,27.5
19,Macy's,SKU00014,Women's Denim,3,150.18,84.15
19,Macy's,SKU00022,Women's Denim,4,163.52,84.4
19,Macy's,SKU00024,Graphic Tees,5,120.45,66.35
19,Macy's,SKU00025,Tops & Blouses,4,163.08,91.12
19,Macy's,SKU00026,Accessories,3,48.99,32.67
19,Macy's,SKU00027,Women's Denim,4,251.72,128.68
19,Macy's,SKU00037,Aerie Intimates,1,15.2,8.86
19,Macy's,SKU00039,Activewear,2,54.24,27.64
19,Macy's,SKU00041,Women's Denim,16,1020.64,598.56
19,Macy's,SKU00043,Men's Denim,3,172.56,94.56
19,Macy's,SKU00046,Activewear,6,171.9,87.48
19,Macy's,SKU00049,Outerwear,1,95.82,49.79
19,Macy's,SKU00062,Aerie Intimates,10,182.5,107.9
19,Macy's,SKU00064,Graphic Tees,2,36.42,20.68
19,Macy's,SKU00071,Accessories,14,291.34,177.94
19,Macy's,SKU00087,Accessories,12,266.88,170.52
19,Macy's,SKU00095,Accessories,1,39.8,24.5
19,Macy's,SKU00103,Aerie Intimates,11,197.56,108.35
19,Macy's,SKU00110,Men's Denim,3,174.66,84.24
19,Macy's,SKU00112,Women's Denim,14,806.54,445.62
19,Macy's,SKU00119,Loungewear,9,271.71,167.58
19,Macy's,SKU00126,Graphic Tees,16,408.64,259.84
19,Macy's,SKU00128,Loungewear,12,575.4,350.76
19,Macy's,SKU00130,Tops & Blouses,3,62.04,35.94
19,Macy's,SKU00132,Women's Denim,4,160.52,93.08
19,Macy's,SKU00140,Seasonal Capsule,2,184.32,92.1
19,Macy's,SKU00142,Aerie Intimates,1,25.48,14.87
19,Macy's,SKU00144,Aerie Intimates,1,30.46,18.36
19,Macy's,SKU00149,Men's Denim,6,468.96,263.4
19,Macy's,SKU00151,Seasonal Capsule,11,996.71,491.15
19,Macy's,SKU00158,Accessories,1,18.02,11.22
19,Macy's,SKU00161,Graphic Tees,25,500.75,284.25
19,Macy's,SKU00164,Tops & Blouses,3,63.09,36.0
19,Macy's,SKU00170,Outerwear,6,758.22,399.48
19,Macy's,SKU00187,Loungewear,5,223.7,118.65
19,Macy's,SKU00195,Aerie Intimates,7,239.4,135.94
19,Macy's,SKU00201,Activewear,2,86.5,43.66
19,Macy's,SKU00216,Women's Denim,5,208.4,113.7
19,Macy's,SKU00218,Accessories,3,81.51,51.21
19,Macy's,SKU00219,Activewear,1,33.57,17.06
19,Macy's,SKU00225,Aerie Intimates,5,151.05,82.75
19,Macy's,SKU00239,Activewear,4,139.48,73.04
19,Macy's,SKU00242,Seasonal Capsule,2,193.22,105.46
19,Macy's,SKU00245,Men's Denim,5,305.15,145.45
19,Macy's,SKU00256,Outerwear,1,93.71,48.56
19,Macy's,SKU00262,Seasonal Capsule,5,250.4,130.05
19,Macy's,SKU00263,Women's Denim,5,292.95,163.05
19,Macy's,SKU00267,Activewear,5,289.8,170.5
19,Macy's,SKU00272,Loungewear,12,337.56,191.76
19,Macy's,SKU00280,Accessories,5,90.4,55.15
19,Macy's,SKU00284,Men's Denim,7,360.22,182.7
19,Macy's,SKU00285,Outerwear,1,77.67,37.67
19,Macy's,SKU00290,Outerwear,3,271.92,117.03
19,Macy's,SKU00295,Women's Denim,2,105.38,59.9
19,Macy's,SKU00301,Men's Denim,1,76.81,38.66
19,Macy's,SKU00304,Activewear,7,194.81,100.8
19,Macy's,SKU00305,Accessories,3,83.76,54.42
19,Macy's,SKU00307,Tops & Blouses,1,28.38,15.29
19,Macy's,SKU00313,Men's Denim,3,224.37,123.03
19,Macy's,SKU00315,Loungewear,4,230.36,122.64
19,Macy's,SKU00317,Graphic Tees,23,633.65,368.92
19,Macy's,SKU00318,Women's Denim,2,131.42,67.7
19,Macy's,SKU00321,Outerwear,5,357.6,189.45
19,Macy's,SKU00323,Activewear,6,154.86,90.36
19,Macy's,SKU00324,Aerie Intimates,44,1216.16,695.2
19,Macy's,SKU00332,Accessories,9,128.16,77.04
19,Macy's,SKU00339,Tops & Blouses,1,25.45,13.35
19,Macy's,SKU00342,Tops & Blouses,17,583.61,345.44
19,Macy's,SKU00343,Women's Denim,3,125.85,66.09
19,Macy's,SKU00345,Graphic Tees,5,112.25,69.35
19,Macy's,SKU00352,Loungewear,9,254.16,139.41
19,Macy's,SKU00353,Activewear,1,40.56,22.75
19,Macy's,SKU00356,Activewear,11,479.82,253.66
19,Macy's,SKU00358,Outerwear,4,442.6,201.56
19,Macy's,SKU00360,Outerwear,3,381.12,185.55
19,Macy's,SKU00366,Graphic Tees,9,149.76,90.36
19,Macy's,SKU00369,Women's Denim,3,200.67,100.56
19,Macy's,SKU00370,Men's Denim,5,399.15,194.55
19,Macy's,SKU00378,Men's Denim,3,153.36,74.58
19,Macy's,SKU00392,Graphic Tees,10,246.0,159.3
19,Macy's,SKU00393,Graphic Tees,12,248.16,144.24
19,Macy's,SKU00404,Loungewear,2,93.44,49.6
19,Macy's,SKU00415,Activewear,7,427.84,250.81
19,Macy's,SKU00417,Aerie Intimates,3,61.26,35.61
19,Macy's,SKU00421,Accessories,8,109.92,67.44
19,Macy's,SKU00422,Accessories,21,801.36,535.71
19,Macy's,SKU00427,Tops & Blouses,1,25.21,13.95
19,Macy's,SKU00432,Accessories,9,128.16,81.09
19,Macy's,SKU00437,Men's Denim,3,217.38,120.6
19,Macy's,SKU00458,Tops & Blouses,3,91.38,47.4
19,Macy's,SKU00459,Men's Denim,2,100.52,50.1
19,Macy's,SKU00460,Men's Denim,2,118.62,63.58
19,Macy's,SKU00469,Women's Denim,2,104.04,52.18
19,Macy's,SKU00473,Men's Denim,5,360.0,186.05
19,Macy's,SKU00487,Men's Denim,11,632.94,324.17
19,Macy's,SKU00488,Aerie Intimates,2,62.72,36.52
19,Macy's,SKU00489,Seasonal Capsule,1,41.03,22.35
19,Macy's,SKU00495,Tops & Blouses,8,167.44,94.16
19,Macy's,SKU00496,Graphic Tees,16,251.04,146.72
19,Macy's,SKU00497,Outerwear,5,496.5,227.65
19,Macy's,SKU00512,Graphic Tees,27,759.78,443.88
19,Macy's,SKU00513,Seasonal Capsule,4,383.88,202.04
19,Macy's,SKU00519,Seasonal Capsule,2,192.44,98.14
19,Macy's,SKU00529,Men's Denim,2,102.06,48.72
19,Macy's,SKU00530,Loungewear,1,42.91,24.92
19,Macy's,SKU00533,Seasonal Capsule,3,147.66,70.74
19,Macy's,SKU00540,Women's Denim,1,51.79,27.81
19,Macy's,SKU00550,Accessories,4,120.36,77.4
19,Macy's,SKU00556,Graphic Tees,8,106.8,64.8
19,Macy's,SKU00560,Activewear,2,118.78,68.26
19,Macy's,SKU00565,Graphic Tees,3,86.94,53.7
19,Macy's,SKU00567,Graphic Tees,15,448.5,283.35
19,Macy's,SKU00568,Graphic Tees,2,39.88,25.42
19,Macy's,SKU00573,Graphic Tees,10,225.4,135.2
19,Macy's,SKU00578,Seasonal Capsule,6,576.96,300.24
19,Macy's,SKU00579,Tops & Blouses,3,79.47,43.23
19,Macy's,SKU00586,Aerie Intimates,8,255.76,136.64
19,Macy's,SKU00590,Women's Denim,6,271.56,133.38
19,Macy's,SKU00594,Graphic Tees,18,273.78,160.56
19,Macy's,SKU00595,Loungewear,7,301.63,166.11
20,Macy's,SKU00003,Accessories,8,117.52,70.56
20,Macy's,SKU00010,Activewear,1,46.79,27.5
20,Macy's,SKU00014,Women's Denim,3,150.18,84.15
20,Macy's,SKU00022,Women's Denim,3,122.64,63.3
20,Macy's,SKU00024,Graphic Tees,4,96.36,53.08
20,Macy's,SKU00025,Tops & Blouses,4,163.08,91.12
20,Macy's,SKU00026,Accessories,3,48.99,32.67
20,Macy's,SKU00027,Women's Denim,4,251.72,128.68
20,Macy's,SKU00037,Aerie Intimates,1,15.2,8.86
20,Macy's,SKU00039,Activewear,2,54.24,27.64
20,Macy's,SKU00041,Women's Denim,15,956.85,561.15
20,Macy's,SKU00043,Men's Denim,2,115.04,63.04
20,Macy's,SKU00046,Activewear,6,171.9,87.48
20,Macy's,SKU00049,Outerwear,1,95.82,49.79
20,Macy's,SKU00062,Aerie Intimates,8,146.0,86.32
20,Macy's,SKU00064,Graphic Tees,2,36.42,20.68
20,Macy's,SKU00071,Accessories,12,249.72,152.52
20,Macy's,SKU00087,Accessories,10,222.4,142.1
20,Macy's,SKU00095,Accessories,1,39.8,24.5
20,Macy's,SKU00103,Aerie Intimates,9,161.64,88.65
20,Macy's,SKU00110,Men's Denim,3,174.66,84.24
20,Macy's,SKU00112,Women's Denim,13,748.93,413.79
20,Macy's,SKU00119,Loungewear,9,271.71,167.58
20,Macy's,SKU00126,Graphic Tees,13,332.02,211.12
20,Macy's,SKU00128,Loungewear,11,527.45,321.53
20,Macy's,SKU00130,Tops & Blouses,3,62.04,35.94
20,Macy's,SKU00132,Women's Denim,3,120.39,69.81
20,Macy's,SKU00140,Seasonal Capsule,2,184.32,92.1
20,Macy's,SKU00144,Aerie Intimates,1,30.46,18.36
20,Macy's,SKU00149,Men's Denim,5,390.8,219.5
20,Macy's,SKU00151,Seasonal Capsule,10,906.1,446.5
20,Macy's,SKU00158,Accessories,1,18.02,11.22
20,Macy's,SKU00161,Graphic Tees,21,420.63,238.77
20,Macy's,SKU00164,Tops & Blouses,3,63.09,36.0
20,Macy's,SKU00170,Outerwear,6,758.22,399.48
20,Macy's,SKU00187,Loungewear,5,223.7,118.65
20,Macy's,SKU00195,Aerie Intimates,6,205.2,116.52
20,Macy's,SKU00201,Activewear,2,86.5,43.66
20,Macy's,SKU00216,Women's Denim,5,208.4,113.7
20,Macy's,SKU00217,Aerie Intimates,15,410.85,218.1
20,Macy's,SKU00218,Accessories,3,81.51,51.21
20,Macy's,SKU00219,Activewear,1,33.57,17.06
20,Macy's,SKU00225,Aerie Intimates,4,120.84,66.2
20,Macy's,SKU00239,Activewear,3,104.61,54.78
20,Macy's,SKU00242,Seasonal Capsule,2,193.22,105.46
20,Macy's,SKU00245,Men's Denim,4,244.12,116.36
20,Macy's,SKU00256,Outerwear,1,93.71,48.56
20,Macy's,SKU00262,Seasonal Capsule,4,200.32,104.04
20,Macy's,SKU00263,Women's Denim,5,292.95,163.05
20,Macy's,SKU00267,Activewear,5,289.8,170.5
20,Macy's,SKU00272,Loungewear,12,337.56,191.76
20,Macy's,SKU00280,Accessories,4,72.32,44.12
20,Macy's,SKU00284,Men's Denim,6,308.76,156.6
20,Macy's,SKU00285,Outerwear,1,77.67,37.67
20,Macy's,SKU00290,Outerwear,3,271.92,117.03
20,Macy's,SKU00295,Women's Denim,2,105.38,59.9
20,Macy's,SKU00301,Men's Denim,1,76.81,38.66
20,Macy's,SKU00304,Activewear,7,194.81,100.8
20,Macy's,SKU00305,Accessories,2,55.84,36.28
20,Macy's,SKU00307,Tops & Blouses,1,28.38,15.29
20,Macy's,SKU00313,Men's Denim,2,149.58,82.02
20,Macy's,SKU00315,Loungewear,3,172.77,91.98
20,Macy's,SKU00317,Graphic Tees,19,523.45,304.76
20,Macy's,SKU00318,Women's Denim,2,131.42,67.7
20,Macy's,SKU00321,Outerwear,5,357.6,189.45
20,Macy's,SKU00323,Activewear,6,154.86,90.36
20,Macy's,SKU00324,Aerie Intimates,35,967.4,553.0
20,Macy's,SKU00332,Accessories,8,113.92,68.48
20,Macy's,SKU00339,Tops & Blouses,1,25.45,13.35
20,Macy's,SKU00342,Tops & Blouses,18,617.94,365.76
20,Macy's,SKU00343,Women's Denim,2,83.9,44.06
20,Macy's,SKU00345,Graphic Tees,4,89.8,55.48
20,Macy's,SKU00352,Loungewear,8,225.92,123.92
20,Macy's,SKU00353,Activewear,1,40.56,22.75
20,Macy's,SKU00356,Activewear,10,436.2,230.6
20,Macy's,SKU00358,Outerwear,4,442.6,201.56
20,Macy's,SKU00360,Outerwear,3,381.12,185.55
20,Macy's,SKU00366,Graphic Tees,7,116.48,70.28
20,Macy's,SKU00369,Women's Denim,3,200.67,100.56
20,Macy's,SKU00370,Men's Denim,5,399.15,194.55
20,Macy's,SKU00378,Men's Denim,3,153.36,74.58
20,Macy's,SKU00391,Seasonal Capsule,1,76.69,35.76
20,Macy's,SKU00392,Graphic Tees,8,196.8,127.44
20,Macy's,SKU00393,Graphic Tees,10,206.8,120.2
20,Macy's,SKU00404,Loungewear,1,46.72,24.8
20,Macy's,SKU00407,Graphic Tees,5,73.35,46.45
20,Macy's,SKU00415,Activewear,7,427.84,250.81
20,Macy's,SKU00417,Aerie Intimates,3,61.26,35.61
20,Macy's,SKU00421,Accessories,7,96.18,59.01
20,Macy's,SKU00422,Accessories,18,686.88,459.18
20,Macy's,SKU00427,Tops & Blouses,1,25.21,13.95
20,Macy's,SKU00432,Accessories,8,113.92,72.08
20,Macy's,SKU00437,Men's Denim,3,217.38,120.6
20,Macy's,SKU00458,Tops & Blouses,3,91.38,47.4
20,Macy's,SKU00459,Men's Denim,2,100.52,50.1
20,Macy's,SKU00460,Men's Denim,1,59.31,31.79
20,Macy's,SKU00469,Women's Denim,1,52.02,26.09
20,Macy's,SKU00473,Men's Denim,5,360.0,186.05
20,Macy's,SKU00487,Men's Denim,10,575.4,294.7
20,Macy's,SKU00488,Aerie Intimates,2,62.72,36.52
20,Macy's,SKU00489,Seasonal Capsule,1,41.03,22.35
20,Macy's,SKU00495,Tops & Blouses,9,188.37,105.93
20,Macy's,SKU00496,Graphic Tees,13,203.97,119.21
20,Macy's,SKU00497,Outerwear,5,496.5,227.65
20,Macy's,SKU00512,Graphic Tees,23,647.22,378.12
20,Macy's,SKU00513,Seasonal Capsule,4,383.88,202.04
20,Macy's,SKU00519,Seasonal Capsule,2,192.44,98.14
20,Macy's,SKU00529,Men's Denim,2,102.06,48.72
20,Macy's,SKU00530,Loungewear,1,42.91,24.92
20,Macy's,SKU00533,Seasonal Capsule,3,147.66,70.74
20,Macy's,SKU00540,Women's Denim,1,51.79,27.81
20,Macy's,SKU00550,Accessories,3,90.27,58.05
20,Macy's,SKU00556,Graphic Tees,7,93.45,56.7
20,Macy's,SKU00560,Activewear,2,118.78,68.26
20,Macy's,SKU00563,Women's Denim,1,60.43,32.18
20,Macy's,SKU00565,Graphic Tees,2,57.96,35.8
20,Macy's,SKU00567,Graphic Tees,12,358.8,226.68
20,Macy's,SKU00568,Graphic Tees,2,39.88,25.42
20,Macy's,SKU00573,Graphic Tees,9,202.86,121.68
20,Macy's,SKU00577,Women's Denim,1,63.72,33.29
20,Macy's,SKU00578,Seasonal Capsule,6,576.96,300.24
20,Macy's,SKU00579,Tops & Blouses,3,79.47,43.23
20,Macy's,SKU00586,Aerie Intimates,6,191.82,102.48
20,Macy's,SKU00590,Women's Denim,5,226.3,111.15
20,Macy's,SKU00591,Women's Denim,2,111.82,56.2
20,Macy's,SKU00594,Graphic Tees,15,228.15,133.8
20,Macy's,SKU00595,Loungewear,7,301.63,166.11
21,Macy's,SKU00001,Graphic Tees,4,76.04,43.68
21,Macy's,SKU00003,Accessories,8,117.52,70.56
21,Macy's,SKU00010,Activewear,1,46.79,27.5
21,Macy's,SKU00014,Women's Denim,3,150.18,84.15
21,Macy's,SKU00022,Women's Denim,4,163.52,84.4
21,Macy's,SKU00024,Graphic Tees,4,96.36,53.08
21,Macy's,SKU00025,Tops & Blouses,4,163.08,91.12
21,Macy's,SKU00026,Accessories,3,48.99,32.67
21,Macy's,SKU00027,Women's Denim,5,314.65,160.85
21,Macy's,SKU00037,Aerie Intimates,1,15.2,8.86
21,Macy's,SKU00039,Activewear,2,54.24,27.64
21,Macy's,SKU00041,Women's Denim,18,1148.22,673.38
21,Macy's,SKU00043,Men's Denim,3,172.56,94.56
21,Macy's,SKU00046,Activewear,7,200.55,102.06
21,Macy's,SKU00049,Outerwear,1,95.82,49.79
21,Macy's,SKU00062,Aerie Intimates,11,200.75,118.69
21,Macy's,SKU00064,Graphic Tees,2,36.42,20.68
21,Macy's,SKU00071,Accessories,13,270.53,165.23
21,Macy's,SKU00087,Accessories,11,244.64,156.31
21,Macy's,SKU00095,Accessories,1,39.8,24.5
21,Macy's,SKU00103,Aerie Intimates,13,233.48,128.05
21,Macy's,SKU00108,Accessories,1,27.92,17.72
21,Macy's,SKU00110,Men's Denim,3,174.66,84.24
21,Macy's,SKU00112,Women's Denim,15,864.15,477.45
21,Macy's,SKU00119,Loungewear,9,271.71,167.58
21,Macy's,SKU00126,Graphic Tees,12,306.48,194.88
21,Macy's,SKU00128,Loungewear,12,575.4,350.76
21,Macy's,SKU00130,Tops & Blouses,3,62.04,35.94
21,Macy's,SKU00132,Women's Denim,4,160.52,93.08
21,Macy's,SKU00140,Seasonal Capsule,2,184.32,92.1
21,Macy's,SKU00142,Aerie Intimates,1,25.48,14.87
21,Macy's,SKU00144,Aerie Intimates,1,30.46,18.36
21,Macy's,SKU00149,Men's Denim,6,468.96,263.4
21,Macy's,SKU00151,Seasonal Capsule,10,906.1,446.5
21,Macy's,SKU00158,Accessories,1,18.02,11.22
21,Macy's,SKU00161,Graphic Tees,20,400.6,227.4
21,Macy's,SKU00164,Tops & Blouses,3,63.09,36.0
21,Macy's,SKU00166,Loungewear,5,178.8,98.1
21,Macy's,SKU00170,Outerwear,5,631.85,332.9
21,Macy's,SKU00187,Loungewear,5,223.7,118.65
21,Macy's,SKU00195,Aerie Intimates,8,273.6,155.36
21,Macy's,SKU00201,Activewear,2,86.5,43.66
21,Macy's,SKU00216,Women's Denim,6,250.08,136.44
21,Macy's,SKU00217,Aerie Intimates,21,575.19,305.34
21,Macy's,SKU00218,Accessories,3,81.51,51.21
21,Macy's,SKU00219,Activewear,1,33.57,17.06
21,Macy's,SKU00225,Aerie Intimates,5,151.05,82.75
21,Macy's,SKU00233,Outerwear,3,384.21,194.94
21,Macy's,SKU00239,Activewear,4,139.48,73.04
21,Macy's,SKU00242,Seasonal Capsule,2,193.22,105.46
21,Macy's,SKU00245,Men's Denim,5,305.15,145.45
21,Macy's,SKU00256,Outerwear,1,93.71,48.56
21,Macy's,SKU00262,Seasonal Capsule,4,200.32,104.04
21,Macy's,SKU00263,Women's Denim,6,351.54,195.66
21,Macy's,SKU00267,Activewear,5,289.8,170.5
21,Macy's,SKU00272,Loungewear,12,337.56,191.76
21,Macy's,SKU00280,Accessories,4,72.32,44.12
21,Macy's,SKU00284,Men's Denim,7,360.22,182.7
21,Macy's,SKU00285,Outerwear,1,77.67,37.67
21,Macy's,SKU00290,Outerwear,3,271.92,117.03
21,Macy's,SKU00295,Women's Denim,2,105.38,59.9
21,Macy's,SKU00301,Men's Denim,1,76.81,38.66
21,Macy's,SKU00304,Activewear,8,222.64,115.2
21,Macy's,SKU00305,Accessories,2,55.84,36.28
21,Macy's,SKU00307,Tops & Blouses,1,28.38,15.29
21,Macy's,SKU00313,Men's Denim,3,224.37,123.03
21,Macy's,SKU00315,Loungewear,3,172.77,91.98
21,Macy's,SKU00317,Graphic Tees,18,495.9,288.72
21,Macy's,SKU00318,Women's Denim,2,131.42,67.7
21,Macy's,SKU00321,Outerwear,5,357.6,189.45
21,Macy's,SKU00323,Activewear,7,180.67,105.42
21,Macy's,SKU00324,Aerie Intimates,49,1354.36,774.2
21,Macy's,SKU00332,Accessories,8,113.92,68.48
21,Macy's,SKU00339,Tops & Blouses,1,25.45,13.35
21,Macy's,SKU00342,Tops & Blouses,19,652.27,386.08
21,Macy's,SKU00343,Women's Denim,3,125.85,66.09
21,Macy's,SKU00345,Graphic Tees,4,89.8,55.48
21,Macy's,SKU00352,Loungewear,9,254.16,139.41
21,Macy's,SKU00353,Activewear,2,81.12,45.5
21,Macy's,SKU00356,Activewear,12,523.44,276.72
21,Macy's,SKU00358,Outerwear,4,442.6,201.56
21,Macy's,SKU00360,Outerwear,3,381.12,185.55
21,Macy's,SKU00366,Graphic Tees,7,116.48,70.28
21,Macy's,SKU00369,Women's Denim,4,267.56,134.08
21,Macy's,SKU00370,Men's Denim,5,399.15,194.55
21,Macy's,SKU00378,Men's Denim,4,204.48,99.44
21,Macy's,SKU00391,Seasonal Capsule,1,76.69,35.76
21,Macy's,SKU00392,Graphic Tees,8,196.8,127.44
21,Macy's,SKU00393,Graphic Tees,10,206.8,120.2
21,Macy's,SKU00404,Loungewear,2,93.44,49.6
21,Macy's,SKU00407,Graphic Tees,4,58.68,37.16
21,Macy's,SKU00415,Activewear,8,488.96,286.64
21,Macy's,SKU00417,Aerie Intimates,4,81.68,47.48
21,Macy's,SKU00421,Accessories,8,109.92,67.44
21,Macy's,SKU00422,Accessories,19,725.04,484.69
21,Macy's,SKU00427,Tops & Blouses,1,25.21,13.95
21,Macy's,SKU00432,Accessories,8,113.92,72.08
21,Macy's,SKU00437,Men's Denim,3,217.38,120.6
21,Macy's,SKU00451,Accessories,5,147.5,95.7
21,Macy's,SKU00454,Seasonal Capsule,1,46.36,23.9
21,Macy's,SKU00458,Tops & Blouses,3,91.38,47.4
21,Macy's,SKU00459,Men's Denim,2,100.52,50.1
21,Macy's,SKU00460,Men's Denim,2,118.62,63.58
21,Macy's,SKU00469,Women's Denim,2,104.04,52.18
21,Macy's,SKU00471,Men's Denim,1,63.15,31.39
21,Macy's,SKU00473,Men's Denim,5,360.0,186.05
21,Macy's,SKU00487,Men's Denim,12,690.48,353.64
21,Macy's,SKU00488,Aerie Intimates,3,94.08,54.78
21,Macy's,SKU00489,Seasonal Capsule,1,41.03,22.35
21,Macy's,SKU00495,Tops & Blouses,9,188.37,105.93
21,Macy's,SKU00496,Graphic Tees,13,203.97,119.21
21,Macy's,SKU00497,Outerwear,5,496.5,227.65
21,Macy's,SKU00512,Graphic Tees,22,619.08,361.68
