Fiscal_Year,Week_Index,Season,Partner,Category,Planned_Units,Allocated_Units,Backorder_Units,Actual_Units,Actual_Revenue,Actual_GM_Dollars,Avg_Fill_Rate,Avg_Forecast_Accuracy,Avg_Markdown_Rate,Actual_GM_Pct
2024,24,Summer,Nordstrom,Activewear,22,21,1,21,773.26,411.14,0.8571428571428571,0.7975714285714286,0.08857142857142856,0.532
2024,24,Summer,Nordstrom,Aerie Intimates,67,36,31,35,843.98,476.09000000000003,0.7777777777777778,0.6913333333333332,0.067,0.564
2024,24,Summer,Nordstrom,Graphic Tees,103,31,72,29,640.22,369.34,0.38220000000000004,0.37779999999999997,0.08513333333333332,0.577
2024,24,Summer,Nordstrom,Loungewear,31,17,14,16,757.1099999999999,412.35,0.546875,0.546875,0.0685,0.545
2024,24,Summer,Nordstrom,Men's Denim,20,15,5,14,822.3,405.26,0.6667142857142857,0.631,0.08614285714285715,0.493
2024,24,Summer,Nordstrom,Outerwear,23,17,6,17,1688.53,752.51,0.7879090909090909,0.7879090909090909,0.08790909090909091,0.446
2024,24,Summer,Nordstrom,Seasonal Capsule,21,16,5,15,843.04,382.52,0.6944444444444444,0.6944444444444444,0.11788888888888888,0.454
2024,24,Summer,Nordstrom,Tops & Blouses,44,36,8,34,1131.76,608.86,0.6666666666666666,0.64075,0.08858333333333333,0.538
2024,24,Summer,Nordstrom,Women's Denim,67,42,25,41,2286.91,1204.95,0.713,0.713,0.07855555555555555,0.527
2024,24,Summer,NuOrder_Direct,Accessories,41,41,0,41,961.49,592.98,1.0,0.9423,0.0866,0.617
2024,24,Summer,NuOrder_Direct,Activewear,26,26,0,25,999.6999999999999,520.29,1.0,0.9722222222222222,0.07111111111111111,0.52
2024,24,Summer,NuOrder_Direct,Aerie Intimates,63,63,0,62,1508.8999999999999,834.6800000000001,1.0,0.9654545454545456,0.07100000000000001,0.553
2024,24,Summer,NuOrder_Direct,Graphic Tees,87,86,1,81,1721.6299999999999,957.82,0.9945384615384616,0.9210769230769231,0.08469230769230769,0.556
2024,24,Summer,NuOrder_Direct,Loungewear,49,48,1,48,1760.32,921.54,0.989,0.9807692307692307,0.07730769230769231,0.524
2024,24,Summer,NuOrder_Direct,Men's Denim,37,34,3,34,1916.1200000000001,900.5400000000001,0.9,0.8866666666666667,0.08166666666666668,0.47
2024,24,Summer,NuOrder_Direct,Outerwear,21,21,0,21,1864.1,814.47,1.0,1.0,0.08572727272727274,0.437
2024,24,Summer,NuOrder_Direct,Seasonal Capsule,21,21,0,21,1322.02,561.36,1.0,0.9352222222222222,0.13522222222222224,0.425
2024,24,Summer,NuOrder_Direct,Tops & Blouses,38,38,0,38,1136.86,604.31,1.0,0.969,0.0922,0.532
2024,24,Summer,NuOrder_Direct,Women's Denim,47,47,0,46,2370.68,1229.38,1.0,0.9750000000000001,0.07938461538461539,0.519
2024,24,Summer,Zappos,Accessories,28,15,13,14,411.64000000000004,263.84000000000003,0.375,0.36112500000000003,0.1005,0.641
2024,24,Summer,Zappos,Activewear,14,12,2,12,556.39,304.3,0.6666666666666666,0.6666666666666666,0.0745,0.547
2024,24,Summer,Zappos,Aerie Intimates,30,25,5,24,551.57,308.62,0.6666666666666666,0.6568333333333333,0.06733333333333334,0.56
2024,24,Summer,Zappos,Graphic Tees,16,10,6,10,239.66000000000003,130.95,0.6,0.5334,0.078,0.546
2024,24,Summer,Zappos,Loungewear,21,19,2,19,823.4499999999999,437.83000000000004,0.7777777777777778,0.7777777777777778,0.04844444444444444,0.532
2024,24,Summer,Zappos,Men's Denim,14,11,3,11,607.44,288.78,0.8,0.7666000000000001,0.053000000000000005,0.475
2024,24,Summer,Zappos,Outerwear,11,7,4,7,626.28,290.58000000000004,0.75,0.75,0.07275,0.464
2024,24,Summer,Zappos,Seasonal Capsule,4,3,1,3,141.04000000000002,66.17,0.6666666666666666,0.6666666666666666,0.139,0.469
2024,24,Summer,Zappos,Tops & Blouses,4,0,4,0,0.0,0.0,0.0,0.0,0.135,
2024,24,Summer,Zappos,Women's Denim,25,16,9,15,806.42,422.42,0.6666666666666666,0.6666666666666666,0.08966666666666667,0.524
2024,25,Summer,Amazon,Accessories,66,47,19,45,947.1600000000001,544.11,0.42857142857142855,0.39142857142857146,0.08314285714285716,0.574
2024,25,Summer,Amazon,Activewear,39,19,20,19,869.51,478.81,0.42588888888888893,0.42588888888888893,0.08544444444444445,0.551
2024,25,Summer,Amazon,Aerie Intimates,144,113,31,108,2694.85,1457.2,0.6363333333333334,0.6007777777777777,0.07822222222222222,0.541
2024,25,Summer,Amazon,Graphic Tees,131,54,77,52,1115.9,655.65,0.45933333333333337,0.43291666666666667,0.07741666666666666,0.588
2024,25,Summer,Amazon,Loungewear,60,40,20,38,1759.1599999999999,932.09,0.7,0.624,0.061399999999999996,0.53
2024,25,Summer,Amazon,Men's Denim,59,38,21,35,1884.74,883.72,0.54,0.5052,0.0807,0.469
2024,25,Summer,Amazon,Outerwear,23,10,13,10,750.07,349.9,0.5238571428571428,0.5238571428571428,0.0802857142857143,0.466
2024,25,Summer,Amazon,Seasonal Capsule,24,21,3,20,1176.54,523.11,0.8333333333333334,0.8333333333333334,0.12416666666666666,0.445
2024,25,Summer,Amazon,Tops & Blouses,37,32,5,29,874.74,479.84000000000003,0.6904285714285715,0.6774285714285714,0.07057142857142858,0.549
2024,25,Summer,Amazon,Women's Denim,80,55,25,53,2847.86,1487.6699999999998,0.4636363636363636,0.3947272727272727,0.07527272727272728,0.522
2024,25,Summer,Macy's,Accessories,99,90,9,88,1939.19,1188.75,0.9386666666666666,0.9239999999999999,0.07846666666666667,0.613
2024,25,Summer,Macy's,Activewear,66,55,11,51,1864.96,968.47,0.8885714285714286,0.8337142857142857,0.08392857142857144,0.519
2024,25,Summer,Macy's,Aerie Intimates,116,93,23,88,2164.49,1144.5,0.8572307692307692,0.8228461538461538,0.06769230769230769,0.529
2024,25,Summer,Macy's,Graphic Tees,217,149,68,145,2854.6,1588.35,0.7557,0.72705,0.0872,0.556
2024,25,Summer,Macy's,Loungewear,105,74,31,69,2634.05,1400.7,0.7973333333333333,0.7446666666666667,0.06933333333333333,0.532
2024,25,Summer,Macy's,Men's Denim,59,46,13,45,2647.32,1258.1499999999999,0.7806842105263158,0.7806842105263158,0.07689473684210527,0.475
2024,25,Summer,Macy's,Outerwear,34,23,11,23,2327.01,1038.1200000000001,0.71525,0.71525,0.08775,0.446
2024,25,Summer,Macy's,Seasonal Capsule,32,27,5,26,1809.1399999999999,763.74,0.7,0.6833,0.1366,0.422
2024,25,Summer,Macy's,Tops & Blouses,57,45,12,42,1235.23,664.86,0.73,0.6784545454545454,0.09245454545454544,0.538
2024,25,Summer,Macy's,Women's Denim,111,101,10,97,4956.9800000000005,2527.07,0.914,0.8580500000000001,0.07215,0.51
2024,25,Summer,Nordstrom,Accessories,33,13,20,13,175.87,103.39,0.416625,0.416625,0.0945,0.588
2024,25,Summer,Nordstrom,Activewear,27,20,7,19,805.93,433.68,0.7142857142857143,0.6857142857142857,0.08971428571428572,0.538
2024,25,Summer,Nordstrom,Aerie Intimates,65,33,32,32,751.74,418.21,0.8412222222222222,0.7994444444444445,0.07611111111111112,0.556
2024,25,Summer,Nordstrom,Graphic Tees,109,45,64,42,969.69,555.5799999999999,0.5,0.4700625,0.0838125,0.573
2024,25,Summer,Nordstrom,Loungewear,34,15,19,15,734.35,391.51,0.5,0.5,0.076,0.533
2024,25,Summer,Nordstrom,Men's Denim,36,29,7,29,1845.44,926.55,0.7575454545454545,0.7575454545454545,0.06663636363636363,0.502
2024,25,Summer,Nordstrom,Outerwear,19,10,9,10,1011.32,470.39,0.6333,0.6333,0.08940000000000001,0.465
2024,25,Summer,Nordstrom,Seasonal Capsule,21,16,5,15,835.73,375.21000000000004,0.6944444444444444,0.6722222222222222,0.131,0.449
2024,25,Summer,Nordstrom,Tops & Blouses,42,33,9,32,1058.6,568.35,0.5833333333333334,0.5451666666666667,0.09408333333333334,0.537
2024,25,Summer,Nordstrom,Women's Denim,75,42,33,42,2392.73,1278.01,0.5740555555555555,0.5694444444444444,0.0793888888888889,0.534
2024,25,Summer,NuOrder_Direct,Accessories,39,39,0,36,844.58,522.7,1.0,0.9536666666666667,0.07788888888888888,0.619
2024,25,Summer,NuOrder_Direct,Activewear,30,30,0,30,1170.33,597.9300000000001,1.0,0.9722222222222222,0.07966666666666666,0.511
2024,25,Summer,NuOrder_Direct,Aerie Intimates,69,69,0,66,1591.99,876.89,1.0,0.9762727272727273,0.07690909090909091,0.551
2024,25,Summer,NuOrder_Direct,Graphic Tees,79,79,0,77,1633.54,912.87,1.0,0.9614615384615385,0.08438461538461538,0.559
2024,25,Summer,NuOrder_Direct,Loungewear,49,49,0,47,1735.76,904.28,1.0,0.9678571428571429,0.07814285714285715,0.521
2024,25,Summer,NuOrder_Direct,Men's Denim,40,37,3,35,2033.33,962.68,0.9117647058823529,0.8784117647058823,0.07670588235294118,0.473
2024,25,Summer,NuOrder_Direct,Outerwear,21,21,0,21,1860.3799999999999,810.75,1.0,1.0,0.08645454545454545,0.436
2024,25,Summer,NuOrder_Direct,Seasonal Capsule,19,19,0,19,1185.33,496.9,1.0,1.0,0.132,0.419
2024,25,Summer,NuOrder_Direct,Tops & Blouses,37,37,0,34,1002.89,530.86,1.0,0.975,0.09840000000000002,0.529
2024,25,Summer,NuOrder_Direct,Women's Denim,55,54,1,54,2807.87,1451.79,0.9910714285714286,0.9518571428571428,0.07899999999999999,0.517
2024,25,Summer,Zappos,Accessories,22,12,10,11,334.08,215.95,0.42857142857142855,0.36900000000000005,0.08114285714285716,0.646
2024,25,Summer,Zappos,Activewear,14,10,4,10,500.2,274.97,0.5833333333333334,0.5833333333333334,0.0825,0.55
2024,25,Summer,Zappos,Aerie Intimates,23,19,4,19,437.37,242.64999999999998,0.6,0.5833999999999999,0.0738,0.555
2024,25,Summer,Zappos,Graphic Tees,13,4,9,4,91.6,53.46,0.4,0.4,0.0726,0.584
2024,25,Summer,Zappos,Loungewear,22,19,3,19,819.03,433.40999999999997,0.7777777777777778,0.6907777777777778,0.05866666666666667,0.529
2024,25,Summer,Zappos,Men's Denim,17,15,2,15,868.62,416.26,0.8571428571428571,0.8571428571428571,0.04928571428571428,0.479
2024,25,Summer,Zappos,Outerwear,14,9,5,9,862.84,404.68,0.6666666666666666,0.6666666666666666,0.07055555555555555,0.469
2024,25,Summer,Zappos,Seasonal Capsule,4,4,0,4,212.86,102.15,1.0,1.0,0.09100000000000001,0.48
2024,25,Summer,Zappos,Tops & Blouses,3,0,3,0,0.0,0.0,0.0,0.0,0.14550000000000002,
2024,25,Summer,Zappos,Women's Denim,20,12,8,12,654.86,346.25,0.6666666666666666,0.6666666666666666,0.09033333333333333,0.529
2024,26,Summer,Amazon,Accessories,66,47,19,46,964.02,551.68,0.42857142857142855,0.39171428571428574,0.08657142857142856,0.572
2024,26,Summer,Amazon,Activewear,42,20,22,20,885.55,490.91,0.37033333333333335,0.34522222222222226,0.08944444444444444,0.554
2024,26,Summer,Amazon,Aerie Intimates,145,110,35,109,2763.24,1507.13,0.6144444444444445,0.5833333333333334,0.0781111111111111,0.545
2024,26,Summer,Amazon,Graphic Tees,132,55,77,52,1104.93,643.0799999999999,0.47025,0.43775000000000003,0.0845,0.582
2024,26,Summer,Amazon,Loungewear,61,41,20,39,1833.53,982.73,0.7,0.678,0.0633,0.536
2024,26,Summer,Amazon,Men's Denim,42,26,16,24,1290.3400000000001,605.8199999999999,0.46299999999999997,0.4352222222222222,0.08866666666666667,0.47
2024,26,Summer,Amazon,Outerwear,26,10,16,10,732.86,342.65999999999997,0.4762857142857143,0.4762857142857143,0.08557142857142856,0.468
2024,26,Summer,Amazon,Seasonal Capsule,32,29,3,28,1645.55,730.67,0.8333333333333334,0.7891666666666667,0.12933333333333333,0.444
2024,26,Summer,Amazon,Tops & Blouses,47,35,12,32,1019.7,572.36,0.4642857142857143,0.44585714285714284,0.08171428571428573,0.561
2024,26,Summer,Amazon,Women's Denim,97,66,31,62,3294.6600000000003,1705.53,0.5454545454545454,0.5192727272727272,0.08181818181818182,0.518
2024,26,Summer,Macy's,Accessories,79,74,5,71,1484.1399999999999,899.3100000000001,0.9572307692307691,0.8983076923076924,0.08638461538461538,0.606
2024,26,Summer,Macy's,Activewear,78,62,16,62,2293.94,1188.84,0.809142857142857,0.7924285714285714,0.09157142857142857,0.518
2024,26,Summer,Macy's,Aerie Intimates,103,83,20,79,1908.95,1005.37,0.8450769230769232,0.8049999999999999,0.07938461538461539,0.527
2024,26,Summer,Macy's,Graphic Tees,166,112,54,107,2035.79,1122.19,0.7657,0.7022,0.09505,0.551
2024,26,Summer,Macy's,Loungewear,95,66,29,62,2342.31,1226.95,0.8074,0.7566,0.07273333333333333,0.524
2024,26,Summer,Macy's,Men's Denim,91,68,23,67,3921.75,1919.85,0.765095238095238,0.7402857142857142,0.08233333333333334,0.49
2024,26,Summer,Macy's,Outerwear,34,26,8,26,2581.77,1138.73,0.7735833333333333,0.7583333333333333,0.08883333333333333,0.441
2024,26,Summer,Macy's,Seasonal Capsule,21,15,6,15,1060.63,482.25,0.7666666666666667,0.7666666666666667,0.13955555555555554,0.455
2024,26,Summer,Macy's,Tops & Blouses,44,29,15,28,875.46,475.42,0.6060909090909091,0.6007272727272727,0.0919090909090909,0.543
2024,26,Summer,Macy's,Women's Denim,97,89,8,83,4277.16,2210.2799999999997,0.9431818181818182,0.896,0.07040909090909091,0.517
2024,26,Summer,Nordstrom,Accessories,39,18,21,17,225.24,129.76,0.479125,0.45587500000000003,0.096,0.576
2024,26,Summer,Nordstrom,Activewear,20,10,10,10,503.09000000000003,276.09999999999997,0.5714285714285714,0.5714285714285714,0.09142857142857143,0.549
2024,26,Summer,Nordstrom,Aerie Intimates,54,29,25,28,660.66,366.22,0.75,0.7,0.081625,0.554
2024,26,Summer,Nordstrom,Graphic Tees,132,34,98,32,718.32,421.3,0.3632941176470588,0.32982352941176474,0.08376470588235294,0.587
2024,26,Summer,Nordstrom,Loungewear,28,13,15,13,618.3,329.7,0.5,0.5,0.077125,0.533
2024,26,Summer,Nordstrom,Men's Denim,38,28,10,26,1657.6100000000001,827.53,0.6590909090909091,0.596,0.06672727272727273,0.499
2024,26,Summer,Nordstrom,Outerwear,25,10,15,10,1048.53,482.83,0.38636363636363635,0.38636363636363635,0.09763636363636365,0.46
2024,26,Summer,Nordstrom,Seasonal Capsule,21,16,5,16,848.0899999999999,370.41999999999996,0.6944444444444444,0.6944444444444444,0.14455555555555555,0.437
2024,26,Summer,Nordstrom,Tops & Blouses,46,38,8,38,1255.01,670.94,0.6666666666666666,0.6444166666666667,0.09658333333333334,0.535
2024,26,Summer,Nordstrom,Women's Denim,98,63,35,63,3428.15,1846.24,0.7212,0.6866,0.0766,0.539
2024,26,Summer,NuOrder_Direct,Accessories,34,34,0,33,751.97,462.54,1.0,0.929875,0.082625,0.615
2024,26,Summer,NuOrder_Direct,Activewear,30,30,0,30,1176.78,604.38,1.0,0.9193333333333334,0.07855555555555555,0.514
2024,26,Summer,NuOrder_Direct,Aerie Intimates,77,77,0,74,1793.53,983.05,1.0,0.9542727272727273,0.08390909090909092,0.548
2024,26,Summer,NuOrder_Direct,Graphic Tees,79,77,2,75,1570.63,870.32,0.9871538461538462,0.931923076923077,0.0903076923076923,0.554
2024,26,Summer,NuOrder_Direct,Loungewear,48,46,2,42,1577.3899999999999,819.99,0.9762142857142857,0.8724285714285714,0.08399999999999999,0.52
2024,26,Summer,NuOrder_Direct,Men's Denim,48,47,1,47,2677.91,1290.53,0.9444444444444444,0.9365,0.08094444444444444,0.482
2024,26,Summer,NuOrder_Direct,Outerwear,19,19,0,19,1671.62,713.17,1.0,1.0,0.0961111111111111,0.427
2024,26,Summer,NuOrder_Direct,Seasonal Capsule,15,15,0,14,826.4300000000001,367.8,1.0,0.95,0.127125,0.445
2024,26,Summer,NuOrder_Direct,Tops & Blouses,34,32,2,31,941.41,496.36,0.96,0.9433,0.0999,0.527
2024,26,Summer,NuOrder_Direct,Women's Denim,49,49,0,48,2481.2,1284.42,1.0,0.9767857142857144,0.08364285714285714,0.518
2024,26,Summer,Zappos,Accessories,28,16,12,16,469.51000000000005,302.78000000000003,0.42857142857142855,0.40471428571428575,0.09114285714285715,0.645
2024,26,Summer,Zappos,Activewear,13,7,6,6,329.81,180.59,0.5,0.4583333333333333,0.09133333333333334,0.548
2024,26,Summer,Zappos,Aerie Intimates,29,24,5,24,553.31,310.36,0.6666666666666666,0.625,0.0735,0.561
2024,26,Summer,Zappos,Graphic Tees,19,6,13,6,131.47,75.29,0.4,0.4,0.0738,0.573
2024,26,Summer,Zappos,Loungewear,27,24,3,24,1009.87,538.17,0.8,0.78,0.0583,0.533
2024,26,Summer,Zappos,Men's Denim,17,15,2,15,856.6099999999999,404.25,0.8571428571428571,0.8571428571428571,0.05671428571428572,0.472
2024,26,Summer,Zappos,Outerwear,14,9,5,9,862.96,404.8,0.6666666666666666,0.6666666666666666,0.07766666666666668,0.469
2024,26,Summer,Zappos,Seasonal Capsule,6,4,2,4,225.6,111.39,0.75,0.75,0.075,0.494
2024,26,Summer,Zappos,Tops & Blouses,3,0,3,0,0.0,0.0,0.0,0.0,0.14500000000000002,
2024,26,Summer,Zappos,Women's Denim,30,21,9,21,1203.97,649.34,0.7142857142857143,0.6964285714285714,0.08614285714285715,0.539
2024,27,Fall,Amazon,Accessories,62,44,18,41,862.22,493.95,0.42857142857142855,0.372,0.09157142857142857,0.573
2024,27,Fall,Amazon,Activewear,59,32,27,30,1413.6699999999998,763.26,0.4848181818181818,0.4512727272727273,0.08345454545454546,0.54
2024,27,Fall,Amazon,Aerie Intimates,97,66,31,61,1574.3,854.08,0.4792222222222222,0.44466666666666665,0.078,0.543
2024,27,Fall,Amazon,Graphic Tees,140,55,85,54,1154.67,677.3199999999999,0.45,0.41025,0.08425,0.587
2024,27,Fall,Amazon,Loungewear,76,50,26,49,2269.23,1207.51,0.7,0.7,0.06949999999999999,0.532
2024,27,Fall,Amazon,Men's Denim,54,15,39,15,895.02,435.66999999999996,0.3977272727272727,0.375,0.082,0.487
2024,27,Fall,Amazon,Outerwear,46,17,29,17,1199.5800000000002,557.77,0.479125,0.479125,0.08299999999999999,0.465
2024,27,Fall,Amazon,Seasonal Capsule,28,25,3,24,1444.93,632.32,0.8571428571428571,0.8332857142857143,0.13328571428571429,0.438
2024,27,Fall,Amazon,Tops & Blouses,51,37,14,37,1162.89,655.18,0.42857142857142855,0.41314285714285715,0.079,0.563
2024,27,Fall,Amazon,Women's Denim,112,62,50,61,3234.32,1650.22,0.4522727272727272,0.426,0.08436363636363636,0.51
2024,27,Fall,Macy's,Accessories,89,73,16,70,1525.5900000000001,927.79,0.8474,0.8159333333333334,0.08913333333333333,0.608
2024,27,Fall,Macy's,Activewear,78,68,10,65,2735.33,1425.18,0.8922941176470589,0.8117058823529412,0.08135294117647059,0.521
2024,27,Fall,Macy's,Aerie Intimates,137,101,36,96,2351.74,1285.31,0.8571333333333333,0.8109333333333333,0.07653333333333333,0.547
2024,27,Fall,Macy's,Graphic Tees,172,107,65,103,1954.03,1073.26,0.7343,0.67615,0.09775,0.549
2024,27,Fall,Macy's,Loungewear,119,92,27,88,3287.94,1742.23,0.8283333333333334,0.7811333333333333,0.07453333333333333,0.53
2024,27,Fall,Macy's,Men's Denim,120,91,29,86,5020.07,2464.46,0.7421739130434782,0.7153043478260869,0.07917391304347826,0.491
2024,27,Fall,Macy's,Outerwear,64,45,19,42,4180.84,1860.4099999999999,0.7590714285714286,0.7317857142857144,0.08457142857142856,0.445
2024,27,Fall,Macy's,Seasonal Capsule,19,11,8,11,854.69,389.24,0.625,0.625,0.1465,0.455
2024,27,Fall,Macy's,Tops & Blouses,47,31,16,28,849.14,464.0,0.6969090909090909,0.6825454545454546,0.09299999999999999,0.546
2024,27,Fall,Macy's,Women's Denim,150,140,10,137,7052.41,3659.06,0.8992916666666666,0.8556666666666667,0.074,0.519
2024,27,Fall,Nordstrom,Accessories,35,5,30,5,67.37,38.879999999999995,0.2,0.2,0.103375,0.577
2024,27,Fall,Nordstrom,Activewear,24,12,12,12,619.34,336.91,0.5625,0.5625,0.093,0.544
2024,27,Fall,Nordstrom,Aerie Intimates,61,33,28,30,703.31,390.91999999999996,0.7777777777777778,0.7083333333333334,0.08388888888888889,0.556
2024,27,Fall,Nordstrom,Graphic Tees,87,27,60,25,549.48,317.0,0.385,0.34641176470588236,0.09141176470588236,0.577
2024,27,Fall,Nordstrom,Loungewear,34,15,19,15,730.19,387.35,0.5,0.4875,0.083375,0.53
2024,27,Fall,Nordstrom,Men's Denim,38,24,14,24,1453.6,716.87,0.5595,0.5428333333333334,0.07108333333333333,0.493
2024,27,Fall,Nordstrom,Outerwear,68,40,28,37,3893.2500000000005,1891.57,0.5952142857142857,0.5743571428571429,0.0845,0.486
2024,27,Fall,Nordstrom,Seasonal Capsule,20,16,4,16,839.12,361.45000000000005,0.78125,0.78125,0.147875,0.431
2024,27,Fall,Nordstrom,Tops & Blouses,41,30,11,29,973.2,521.8,0.5,0.463,0.09966666666666667,0.536
2024,27,Fall,Nordstrom,Women's Denim,114,78,36,77,4251.14,2296.59,0.6855909090909091,0.6608181818181819,0.07718181818181818,0.54
2024,27,Fall,NuOrder_Direct,Accessories,37,37,0,35,808.9,497.4,1.0,0.9495555555555555,0.08233333333333333,0.615
2024,27,Fall,NuOrder_Direct,Activewear,32,32,0,32,1326.4299999999998,688.15,1.0,0.9848181818181818,0.07081818181818182,0.519
2024,27,Fall,NuOrder_Direct,Aerie Intimates,74,74,0,73,1790.36,996.63,1.0,0.9537692307692308,0.07676923076923077,0.557
2024,27,Fall,NuOrder_Direct,Graphic Tees,71,71,0,70,1468.19,812.95,1.0,0.9425384615384615,0.09161538461538463,0.554
2024,27,Fall,NuOrder_Direct,Loungewear,53,50,3,47,1751.82,910.93,0.9693571428571428,0.9208571428571428,0.08335714285714287,0.52
2024,27,Fall,NuOrder_Direct,Men's Denim,53,50,3,50,2880.8399999999997,1398.38,0.9166666666666666,0.8994444444444445,0.08261111111111112,0.485
2024,27,Fall,NuOrder_Direct,Outerwear,48,48,0,48,4492.69,2038.78,1.0,0.989,0.08361538461538462,0.454
2024,27,Fall,NuOrder_Direct,Seasonal Capsule,16,16,0,16,877.17,383.54,1.0,1.0,0.131,0.437
2024,27,Fall,NuOrder_Direct,Tops & Blouses,42,42,0,41,1209.85,643.11,1.0,0.9642727272727272,0.09,0.532
2024,27,Fall,NuOrder_Direct,Women's Denim,63,61,2,61,3157.73,1633.68,0.984375,0.96975,0.08031250000000001,0.517
2024,27,Fall,Zappos,Accessories,29,15,14,15,449.5,291.6,0.2857142857142857,0.2857142857142857,0.09071428571428572,0.649
2024,27,Fall,Zappos,Activewear,17,11,6,11,602.77,328.47,0.5714285714285714,0.5475714285714286,0.08257142857142859,0.545
2024,27,Fall,Zappos,Aerie Intimates,44,38,6,37,901.4399999999999,521.96,0.625,0.602,0.065625,0.579
2024,27,Fall,Zappos,Graphic Tees,13,4,9,4,89.78,51.64,0.4,0.4,0.0806,0.575
2024,27,Fall,Zappos,Loungewear,27,24,3,24,996.5500000000001,524.85,0.8,0.7467,0.06760000000000001,0.527
2024,27,Fall,Zappos,Men's Denim,23,10,13,10,653.75,319.16999999999996,0.625,0.625,0.056,0.488
2024,27,Fall,Zappos,Outerwear,23,13,10,13,1206.91,554.58,0.7,0.7,0.0757,0.46
2024,27,Fall,Zappos,Seasonal Capsule,8,6,2,6,323.63,155.87,0.8333333333333334,0.8333333333333334,0.08433333333333333,0.482
2024,27,Fall,Zappos,Tops & Blouses,3,0,3,0,0.0,0.0,0.0,0.0,0.157,
2024,27,Fall,Zappos,Women's Denim,24,6,18,6,346.62,185.16,0.2857142857142857,0.2857142857142857,0.08585714285714285,0.534
2024,28,Fall,Amazon,Accessories,68,31,37,30,670.9200000000001,386.36,0.375,0.353375,0.089,0.576
2024,28,Fall,Amazon,Activewear,60,32,28,30,1441.24,786.9599999999999,0.45454545454545453,0.4323636363636364,0.08954545454545454,0.546
2024,28,Fall,Amazon,Aerie Intimates,129,70,59,65,1497.1399999999999,798.14,0.4465,0.4202,0.08180000000000001,0.533
2024,28,Fall,Amazon,Graphic Tees,141,65,76,61,1298.97,747.44,0.5000833333333333,0.46458333333333335,0.09341666666666666,0.575
2024,28,Fall,Amazon,Loungewear,69,46,23,43,1978.93,1046.81,0.7142999999999999,0.6830999999999999,0.076,0.529
2024,28,Fall,Amazon,Men's Denim,60,20,40,19,1192.82,574.48,0.433,0.4190833333333333,0.07875,0.482
2024,28,Fall,Amazon,Outerwear,54,18,36,18,1261.82,582.9,0.46425,0.448625,0.090875,0.462
2024,28,Fall,Amazon,Seasonal Capsule,35,32,3,31,1958.45,863.85,0.875,0.85,0.128,0.441
2024,28,Fall,Amazon,Tops & Blouses,41,31,10,28,867.62,479.15,0.5625,0.5385,0.078625,0.552
2024,28,Fall,Amazon,Women's Denim,99,26,73,24,1221.82,590.83,0.2,0.17581818181818185,0.09254545454545454,0.484
2024,28,Fall,Macy's,Accessories,98,80,18,78,1757.06,1074.17,0.8137333333333333,0.7667333333333333,0.09153333333333333,0.611
2024,28,Fall,Macy's,Activewear,76,62,14,60,2541.25,1325.86,0.851,0.8460588235294118,0.08352941176470588,0.522
2024,28,Fall,Macy's,Aerie Intimates,115,98,17,91,2263.27,1238.71,0.8704285714285714,0.806,0.07221428571428572,0.547
2024,28,Fall,Macy's,Graphic Tees,181,106,75,102,1987.74,1095.56,0.71495,0.70805,0.10325,0.551
2024,28,Fall,Macy's,Loungewear,106,76,30,74,2850.37,1491.73,0.8211875,0.767,0.076375,0.523
2024,28,Fall,Macy's,Men's Denim,108,83,25,81,4678.47,2302.98,0.7222083333333332,0.6917083333333333,0.08254166666666667,0.492
2024,28,Fall,Macy's,Outerwear,66,42,24,42,4150.72,1852.53,0.7103571428571429,0.6950714285714286,0.08928571428571429,0.446
2024,28,Fall,Macy's,Seasonal Capsule,16,10,6,10,751.4,332.07,0.7142857142857143,0.7142857142857143,0.15414285714285714,0.442
2024,28,Fall,Macy's,Tops & Blouses,62,44,18,44,1344.13,724.0799999999999,0.7367499999999999,0.7394166666666666,0.09416666666666666,0.539
2024,28,Fall,Macy's,Women's Denim,163,141,22,134,6861.84,3523.21,0.875,0.82896,0.07388,0.513
2024,28,Fall,Nordstrom,Accessories,32,3,29,3,42.79,26.04,0.15,0.15,0.10425000000000001,0.609
2024,28,Fall,Nordstrom,Activewear,29,16,13,15,734.08,398.83000000000004,0.625,0.583375,0.093125,0.543
2024,28,Fall,Nordstrom,Aerie Intimates,57,20,37,19,448.95,244.83,0.6666666666666666,0.6388888888888888,0.08577777777777779,0.545
2024,28,Fall,Nordstrom,Graphic Tees,89,35,54,34,751.3299999999999,425.91,0.4852941176470588,0.47058823529411764,0.09170588235294118,0.567
2024,28,Fall,Nordstrom,Loungewear,39,19,20,19,931.64,502.63,0.5555555555555556,0.5432222222222223,0.07633333333333332,0.54
2024,28,Fall,Nordstrom,Men's Denim,49,35,14,32,1887.59,910.96,0.6346153846153846,0.6106923076923076,0.075,0.483
2024,28,Fall,Nordstrom,Outerwear,77,44,33,43,4518.17,2174.1099999999997,0.5714285714285714,0.5242857142857142,0.08928571428571429,0.481
2024,28,Fall,Nordstrom,Seasonal Capsule,19,19,0,19,1120.37,482.84999999999997,1.0,1.0,0.1347142857142857,0.431
2024,28,Fall,Nordstrom,Tops & Blouses,51,39,12,35,1176.62,631.13,0.5,0.44366666666666665,0.10441666666666666,0.536
2024,28,Fall,Nordstrom,Women's Denim,105,55,50,54,2817.71,1482.99,0.5268260869565218,0.5103043478260869,0.0782608695652174,0.526
